"ID","Scenario","Year","Food.crops","Fodder.crops","GF.milk","GF.redMeat","Fuel","Softwood","Hardwood","Biodiversity","Carbon","Recreation","Flood.reg","Employment","Ldiversity"
"20","SSP2",2039,10741.8496158285,5771.33057650813,6999.98732273383,11863.9333686922,350.00950803,1470.048953472,1449.437260032,32679.70973568,33118.0915968,27051.46921,26620.72298412,22819.72531,26418.28029
"21","SSP2",2040,10813.0742117596,5850.71968173187,7185.21998701651,12170.1337461085,352.9507644,1480.25762676,1459.50279656,32906.6521644,33348.078344,27051.46921,26719.6847796,22819.72531,26418.28029
"22","SSP2",2041,10887.2402470324,5974.31200220301,7398.32361665014,12478.6779024002,352.9507644,1490.466300048,1469.568333088,33133.59459312,33578.0650912,27231.8123470838,26818.64657508,22819.72531,26418.28029
"23","SSP2",2042,10931.4304393903,6029.08797473711,7568.36757449705,12789.4198862952,352.9507644,1500.674973336,1479.633869616,33360.53702184,33808.0518384,27412.1554571162,26917.60837056,22819.72531,26418.28029
"24","SSP2",2043,10972.9984711172,6088.17358795052,7742.02724231077,13107.3976555642,352.9507644,1510.883646624,1489.699406144,33587.47945056,34038.0385856,27592.4985942,27016.57016604,22819.72531,26418.28029
"25","SSP2",2044,11008.1226412897,6139.77845809173,7894.48426160678,13390.9480130797,352.9507644,1521.092319912,1499.764942672,33814.42187928,34268.0253328,27772.8417312838,27115.53196152,22819.72531,26418.28029
"26","SSP2",2045,11035.0601667248,6094.02381147889,7785.70541366024,13197.3368606171,352.9507644,1531.3009932,1509.8304792,34041.364308,34498.01208,27953.1848413162,27214.493757,22819.72531,26418.28029
"27","SSP2",2046,11054.016305624,6030.75478589348,7635.80033227033,12931.2346410699,352.9507644,1541.509666488,1519.896015728,34268.30673672,34727.9988272,28133.5279784,27313.45555248,22819.72531,26418.28029
"28","SSP2",2047,10991.9524733598,6037.77639460512,7530.7908677616,12676.4706615165,352.9507644,1551.718339776,1529.961552256,34495.24916544,34957.9855744,28313.8711154838,27412.41734796,22819.72531,26418.28029
"29","SSP2",2048,10924.751905814,6040.72830812783,7435.70537728776,12455.5829536405,352.9507644,1561.927013064,1540.027088784,34722.19159416,35187.9723216,28494.2142255162,27511.37914344,22819.72531,26418.28029
"30","SSP2",2049,10849.7229887371,6022.77305750309,7316.27309313899,12211.850433978,352.9507644,1572.135686352,1550.092625312,34949.13402288,35417.9590688,28674.5573626,27610.34093892,22819.72531,26418.28029
"31","SSP2",2050,10778.7730555077,6031.45898865494,7221.64408211956,11994.7038400621,352.9507644,1582.34435964,1560.15816184,35176.0764516,35647.945816,28854.9004996838,27709.3027344,22819.72531,26418.28029
"32","SSP2",2051,10889.4359359205,6045.44992225618,7117.64270232932,11756.994620429,352.9507644,1592.553032928,1570.223698368,35403.01888032,35877.9325632,29035.2436097162,27808.26452988,22819.72531,26418.28029
"33","SSP2",2052,10960.4595960817,5978.3059967771,6985.20874080724,11556.9032571518,352.9507644,1602.761706216,1580.289234896,35629.96130904,36107.9193104,29215.5867468,27907.22632536,22819.72531,26418.28029
"34","SSP2",2053,11021.0511164156,5884.94394009542,6835.64012667002,11349.2970294698,352.9507644,1612.970379504,1590.354771424,35856.90373776,36337.9060576,29395.9298838838,28006.18812084,22819.72531,26418.28029
"35","SSP2",2054,11066.212513336,5803.02633561846,6689.84052429073,11136.220681615,352.9507644,1623.179052792,1600.420307952,36083.84616648,36567.8928048,29576.2729939162,28105.14991632,22819.72531,26418.28029
"36","SSP2",2055,11045.867326622,5803.98962464347,6641.14813278047,11039.5392609616,352.9507644,1633.38772608,1610.48584448,36310.7885952,36797.879552,29756.616131,28204.1117118,22819.72531,26418.28029
"37","SSP2",2056,11057.2086261066,5920.29756122819,6744.31573763663,11143.9749277879,352.9507644,1643.596399368,1620.551381008,36537.73102392,37027.8662992,29936.9592680838,28303.07350728,22819.72531,26418.28029
"38","SSP2",2057,11068.8295001472,5924.68041380619,6635.81340336191,10917.7176480696,352.9507644,1653.805072656,1630.616917536,36764.67345264,37257.8530464,30117.3023781162,28402.03530276,22819.72531,26418.28029
"39","SSP2",2058,11057.0721502371,5905.06770419437,6570.96226132525,10810.9373322518,352.9507644,1664.013745944,1640.682454064,36991.61588136,37487.8397936,30297.6455152,28500.99709824,22819.72531,26418.28029
"40","SSP2",2059,11045.690712717,5923.4523181074,6587.66522391808,10834.800750406,352.9507644,1674.222419232,1650.747990592,37218.55831008,37717.8265408,30477.9886522838,28599.95889372,22819.72531,26418.28029
"41","SSP2",2060,11034.5058148573,5902.73628632223,6520.49622958068,10724.1198611604,352.9507644,1684.43109252,1660.81352712,37445.5007388,37947.813288,30658.3317623162,28698.9206892,22819.72531,26418.28029
"42","SSP2",2061,11064.7454161576,6095.80552442643,6792.50217586826,11093.7647802208,352.9507644,1694.639765808,1670.879063648,37672.44316752,38177.8000352,30838.6748994,28797.88248468,22819.72531,26418.28029
"43","SSP2",2062,11075.3276131314,6288.72472256114,7065.06260389899,11462.7348172887,352.9507644,1704.848439096,1680.944600176,37899.38559624,38407.7867824,31019.0180364838,28896.84428016,22819.72531,26418.28029
"44","SSP2",2063,10973.8303918668,6432.31811706129,7311.42172532626,11828.6662378761,352.9507644,1715.057112384,1691.010136704,38126.32802496,38637.7735296,31199.3611465162,28995.80607564,22819.72531,26418.28029
"45","SSP2",2064,10874.1613627438,6493.94190382751,7389.95070316056,11931.1012796343,352.9507644,1725.265785672,1701.075673232,38353.27045368,38867.7602768,31379.7042836,29094.76787112,22819.72531,26418.28029
"46","SSP2",2065,10789.9312001348,6580.8506935173,7440.55320606162,11942.8006035323,352.9507644,1735.47445896,1711.14120976,38580.2128824,39097.747024,31560.0474206838,29193.7296666,22819.72531,26418.28029
"47","SSP2",2066,10691.3953685266,6579.96500151924,7302.48819737548,11666.2760481345,352.9507644,1745.683132248,1721.206746288,38807.15531112,39327.7337712,31740.3905307162,29292.69146208,22819.72531,26418.28029
"48","SSP2",2067,10618.9123964759,6574.42664685883,7162.56097552328,11385.2806509435,352.9507644,1755.891805536,1731.272282816,39034.09773984,39557.7205184,31920.7336678,29391.65325756,22819.72531,26418.28029
"49","SSP2",2068,10536.3401729547,6573.87922282441,7033.13333056238,11124.5841059233,352.9507644,1766.100478824,1741.337819344,39261.04016856,39787.7072656,32101.0768048838,29490.61505304,22819.72531,26418.28029
"50","SSP2",2069,10454.7756490729,6647.52629353166,7067.90509043242,11118.246023576,352.9507644,1776.309152112,1751.403355872,39487.98259728,40017.6940128,32281.4199149162,29589.57684852,22819.72531,26418.28029
"51","SSP2",2070,10352.7004089898,6642.67465307611,7058.85363491926,11102.4745422145,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"52","SSP2",2071,10574.8948885396,6810.55701329532,7308.3062560799,11426.910455584,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"53","SSP2",2072,10600.4409511649,6961.06532903798,7550.87179447708,11743.3945636404,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"54","SSP2",2073,10779.1019614529,6970.8865459996,7710.95086118214,12044.9532427017,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"55","SSP2",2074,10963.4029428603,6933.7558100692,7769.59725199771,12193.203946485,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"56","SSP2",2075,11140.7214697114,6835.07302370677,7695.55256769321,12137.6882162671,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"57","SSP2",2076,11126.0148214927,6647.62555122184,7435.58795876521,11788.8555178577,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"58","SSP2",2077,11091.6003733232,6458.74352870515,7172.71497092481,11438.21842695,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"59","SSP2",2078,10955.509093753,6415.69082252088,6991.97926152788,11093.148852158,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"60","SSP2",2079,10803.8878818915,6370.03343327313,6842.46017777486,10816.4247976892,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"61","SSP2",2080,10570.8599722108,6260.05809471805,6760.47263784362,10742.804248627,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"62","SSP2",2081,10543.4360585978,6061.35303156672,6490.71259147974,10375.2742821804,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"63","SSP2",2082,10550.2923358055,5953.75866179414,6349.09634312623,10171.6101795345,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"64","SSP2",2083,10566.0228027319,5887.84354381784,6288.52515956454,10088.8130868685,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"65","SSP2",2084,10491.2700137265,5910.58782732029,6272.62975231415,10006.0097322196,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"66","SSP2",2085,10385.8634886184,5876.52160503099,6225.97545127388,9917.64082991435,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"67","SSP2",2086,10235.6843562244,5842.05744274225,6324.21873402058,10120.9677126592,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"68","SSP2",2087,10121.836343009,5805.11488804514,6415.04663953232,10315.0672284632,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"69","SSP2",2088,10063.5109802984,5899.46682508654,6574.03373498565,10506.2950759582,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"70","SSP2",2089,9978.07626730559,5961.30078627086,6712.60592511003,10687.448790936,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"71","SSP2",2090,9884.81152656474,6016.25612302086,6844.48748144828,10859.3383658711,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"72","SSP2",2091,9816.18744636036,5939.56895822569,6644.03162530082,10487.5816608489,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"73","SSP2",2092,9744.33138245048,5933.91953616353,6602.15705481612,10363.7053473149,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"74","SSP2",2093,9710.90539582468,5925.45978203059,6557.7594647361,10237.1230869222,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"75","SSP2",2094,9638.32089574719,5914.77799923243,6511.55856467122,10109.3518343185,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"76","SSP2",2095,9577.14190946187,5901.40412695736,6463.45029233466,9980.12651791547,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"77","SSP2",2096,9350.43509772567,5760.48074042327,6343.37225479184,9846.51346293583,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"78","SSP2",2097,9205.95457580421,5658.78984958758,6183.00639665825,9586.85713454309,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"79","SSP2",2098,9118.97554309819,5565.27779969726,6088.00011439915,9450.64199032929,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"80","SSP2",2099,9204.93829679275,5425.1767649968,5966.46227988191,9312.19793682521,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
"81","SSP2",2100,9305.79251540753,5286.73037843698,5845.73907878485,9173.35566971002,352.9507644,1786.5178254,1761.4688924,39714.925026,40247.68076,32461.763052,29688.538644,22819.72531,26418.28029
