"ID","Scenario","Year","Food.crops","Fodder.crops","GF.milk","GF.redMeat","Fuel","Softwood","Hardwood","Biodiversity","Carbon","Recreation","Flood.reg","Employment","Ldiversity"
"1","SSP2",2020,8186.423704,5195.649612,8079.997423,14264.19784,294.125637,1276.084161,1258.192066,28367.80359,28748.3434,27051.46921,24740.44887,22819.72531,26418.28029
"2","SSP2",2021,8392.80905327808,5258.1948576162,7561.81477738697,13339.0370168263,297.06689337,1286.292834288,1268.257602528,28594.74601872,28978.3301472,27051.46921,24839.41066548,22819.72531,26418.28029
"3","SSP2",2022,8604.6501463966,5344.12032905172,7012.26894305678,12354.9557705806,300.00814974,1296.501507576,1278.323139056,28821.68844744,29208.3168944,27051.46921,24938.37246096,22819.72531,26418.28029
"4","SSP2",2023,8814.33475541017,5382.09482289217,6534.71435864601,11509.1763637866,302.94940611,1306.710180864,1288.388675584,29048.63087616,29438.3036416,27051.46921,25037.33425644,22819.72531,26418.28029
"5","SSP2",2024,9022.675587532,5335.54640571421,6248.08050622379,10995.7040544289,305.89066248,1316.918854152,1298.454212112,29275.57330488,29668.2903888,27051.46921,25136.29605192,22819.72531,26418.28029
"6","SSP2",2025,9167.13827123621,5241.25071677551,6064.01847196775,10663.3506411422,308.83191885,1327.12752744,1308.51974864,29502.5157336,29898.277136,27051.46921,25235.2578474,22819.72531,26418.28029
"7","SSP2",2026,9303.17956450326,5144.27893576505,5875.62628629275,10323.6493686789,311.77317522,1337.336200728,1318.585285168,29729.45816232,30128.2638832,27051.46921,25334.21964288,22819.72531,26418.28029
"8","SSP2",2027,9439.31230012309,5049.03385616405,5689.94021295468,9989.16529789654,314.71443159,1347.544874016,1328.650821696,29956.40059104,30358.2506304,27051.46921,25433.18143836,22819.72531,26418.28029
"9","SSP2",2028,9575.80550035146,4955.77884545134,5506.90759461032,9660.18541019153,317.65568796,1357.753547304,1338.716358224,30183.34301976,30588.2373776,27051.46921,25532.14323384,22819.72531,26418.28029
"10","SSP2",2029,9713.1164015115,4864.45754641557,5327.0632866891,9337.40922182591,320.59694433,1367.962220592,1348.781894752,30410.28544848,30818.2241248,27051.46921,25631.10502932,22819.72531,26418.28029
"11","SSP2",2030,9849.33027277666,4810.08995713662,5221.32962009135,9140.75080877871,323.5382007,1378.17089388,1358.84743128,30637.2278772,31048.210872,27051.46921,25730.0668248,22819.72531,26418.28029
"12","SSP2",2031,9960.9240805474,4969.08212443513,5438.94428804625,9457.45380095099,326.47945707,1388.379567168,1368.912967808,30864.17030592,31278.1976192,27051.46921,25829.02862028,22819.72531,26418.28029
"13","SSP2",2032,10074.0960343341,5060.60868280447,5633.32850285018,9766.99195786922,329.42071344,1398.588240456,1378.978504336,31091.11273464,31508.1843664,27051.46921,25927.99041576,22819.72531,26418.28029
"14","SSP2",2033,10175.6755127841,5123.08462884615,5812.33767031775,10071.2891204245,332.36196981,1408.796913744,1389.044040864,31318.05516336,31738.1711136,27051.46921,26026.95221124,22819.72531,26418.28029
"15","SSP2",2034,10275.4907596209,5186.75624973304,5989.76444301001,10373.1567477469,335.30322618,1419.005587032,1399.109577392,31544.99759208,31968.1578608,27051.46921,26125.91400672,22819.72531,26418.28029
"16","SSP2",2035,10349.0152903595,5277.13260558257,6179.04050768311,10674.036664954,338.24448255,1429.21426032,1409.17511392,31771.9400208,32198.144608,27051.46921,26224.8758022,22819.72531,26418.28029
"17","SSP2",2036,10464.4150893065,5430.72432115267,6395.78745663476,10968.2913615114,341.18573892,1439.422933608,1419.240650448,31998.88244952,32428.1313552,27051.46921,26323.83759768,22819.72531,26418.28029
"18","SSP2",2037,10576.176636899,5585.47140371829,6617.63635027922,11264.6709670926,344.12699529,1449.631606896,1429.306186976,32225.82487824,32658.1181024,27051.46921,26422.79939316,22819.72531,26418.28029
"19","SSP2",2038,10673.1370158246,5712.04521134973,6826.7662937402,11563.2902371692,347.06825166,1459.840280184,1439.371723504,32452.76730696,32888.1048496,27051.46921,26521.76118864,22819.72531,26418.28029
