"","Scenario","Year","Food.crops","Fodder.crops","GF.milk","GF.redMeat","Fuel","Softwood","Hardwood","Biodiversity","Carbon","Recreation","Flood.reg","Employment","Ldiversity"
"1","SSP2",2020,8171.249216,5235.621103,8036.563074,14220.74958,322.5037499,1274.989322,1251.915057,28355.11591,28747.03352,27042.10241,24733.52527,22783.41159,26434.39261
"2","SSP2",2021,8377.25200604107,5298.64752554478,7521.1659399035,13298.406765132,327.67895869482,1292.88379491971,1269.48568265051,28753.0799125462,29150.4980855218,27204.0062205896,24981.133824624,22919.8181865998,26592.6580003639
"3","SSP2",2022,8588.70042706716,5385.23404409945,6974.57421116397,12317.3229967906,332.892784743023,1310.90040368615,1287.17623378031,29153.7601543823,29556.7164335414,27365.9100311791,25229.9270362484,23056.2247831996,26750.9233907278
"4","SSP2",2023,8797.99636128227,5423.50068565041,6499.58674050336,11474.1198052161,338.145228044609,1329.03914829931,1304.98671038938,29557.1566355083,29965.6885640588,27527.8138417687,25479.9049048731,23192.6313797994,26909.1887810917
"5","SSP2",2024,9005.95100945232,5376.59415932783,6214.49369980787,10962.2115149957,343.436288599577,1347.3000287592,1322.91711247772,29963.2693559243,30377.414477074,27689.7176523582,25731.0674304982,23329.0379763992,27067.4541714556
"6","SSP2",2025,9150.14591477862,5281.57302899812,6031.42109837155,10630.8704388676,348.765966407927,1365.68304506581,1340.96744004535,30372.0983156302,30791.894172587,27851.6214629478,25983.4146131236,23465.444572999,27225.7195618195
"7","SSP2",2026,9285.93503969392,5183.85521872061,5844.04162241823,10292.2038848914,353.993820923554,1383.63926375667,1358.59869401586,30771.4355128124,31196.7509127116,28002.4158294202,26226.5415541308,23592.491282042,27373.1251675772
"8","SSP2",2027,9421.81543746297,5087.87739381798,5659.35371198685,9958.73864117779,359.25764287094,1401.70923763071,1376.34164447212,31173.3025675774,31604.1724775037,28153.2101958926,26470.7718638678,23719.537991085,27520.530773335
"9","SSP2",2028,9558.0556316775,4993.90494792396,5477.30499279585,9630.76081498764,364.557432250083,1419.89296668792,1394.19629141412,31577.6994799253,32014.1588669633,28304.004562365,26716.1055423347,23846.584700128,27667.9363790927
"10","SSP2",2029,9695.11201111996,4901.88109025643,5298.4274451379,9308.96779188033,369.893189060984,1438.19045092831,1412.16263484187,31984.626249856,32426.7100810904,28454.7989288374,26962.5425895316,23973.631409171,27815.3419848504
"11","SSP2",2030,9831.07339413999,4847.09523689737,5193.26215408974,9112.9083936503,375.264913303643,1456.60169035187,1430.24067475536,32394.0828773696,32841.8261198849,28605.5932953099,27210.0830054583,24100.678118214,27962.7475906081
"12","SSP2",2031,9942.46034981534,5007.31057251145,5409.70702570182,9428.64671931269,380.528783960985,1474.56937083259,1447.88318308468,32793.6749789453,33246.9412876304,28745.5232789324,27448.3526734517,24218.5714078081,28099.5329658318
"13","SSP2",2032,10055.4225262296,5099.54126862628,5603.04632039205,9737.24203356479,385.826030680408,1492.64261070051,1465.62934042812,33195.6146677579,33654.4364904005,28885.453262555,27687.6462150281,24336.4646974021,28236.3183410555
"14","SSP2",2033,10156.8137153077,5162.49785845678,5781.09321692723,10040.612317344,391.156653461911,1510.82140995563,1483.47914678569,33599.9019438075,34064.3117281952,29025.3832461775,27927.9636301875,24454.3579869962,28373.1037162792
"15","SSP2",2034,10256.4439429811,5226.65932177172,5957.56622491344,10341.5604661717,396.520652305496,1529.10576859796,1501.43260215739,34006.536807094,34476.5670010144,29165.3132298001,28169.30491893,24572.2512765903,28509.8890915029
"16","SSP2",2035,10329.8321874547,5317.73096655801,6145.82482853798,10641.5239134155,401.918027211161,1547.4956866275,1519.48970654322,34415.5192576175,34891.2023088583,29305.2432134226,28411.6700812556,24690.1445661844,28646.6744667266
"17","SSP2",2036,10445.0180794594,5472.50430335645,6361.40664560498,10934.8823202056,407.27306342278,1565.70009004222,1537.36465368618,34820.3759571913,35301.6548406125,29439.7001620757,28649.7329423256,24803.4267347027,28778.1098010046
"18","SSP2",2037,10556.5724640311,5628.44189569081,6582.06298165723,11230.3591636191,412.660170269649,1584.00592413489,1555.33919585381,35227.4884236023,35714.394317872,29574.1571107288,28888.7796305512,24916.7089032209,28909.5451352826
"19","SSP2",2038,10653.3531156229,5755.98946872031,6790.06873875093,11528.0688495865,418.07934775177,1602.41318890552,1573.4133330461,35636.8566568504,36129.4207406367,29708.6140593819,29128.8101459326,25029.9910717392,29040.9804695606
"20","SSP2",2039,10721.9383488349,5815.73093169453,6962.3586111818,11827.7962323872,423.530595869142,1620.92188435411,1591.58706526307,36048.4806569356,36546.7341089067,29843.071008035,29369.8244884696,25143.2732402575,29172.4158038386
"21","SSP2",2040,10793.0309216976,5895.73079806306,7146.59554987628,12133.0639338998,429.013914621766,1639.53201048066,1609.8603925047,36462.3604238581,36966.3344226819,29977.5279566881,29611.8226581624,25256.5554087758,29303.8511381166
"22","SSP2",2041,10867.0594816024,6020.27394657195,7358.55363243383,12440.6682752175,430.9194481136,1658.17159217468,1628.1626422383,36876.8952676627,37386.5988676549,30311.4157746986,29853.5088243465,25368.7364140522,29434.0088506762
"23","SSP2",2042,10911.1677623016,6075.47132498532,7527.68351219088,12750.4637496304,432.824981605435,1676.91161858624,1646.56351887969,37293.6639510448,37809.1280278001,30647.0788952904,30096.1692543603,25480.9174193285,29564.1665632358
"24","SSP2",2043,10952.6587428494,6135.01149927063,7700.40966552135,13067.472969462,434.73051509727,1695.75208971534,1665.06302242886,37712.6664740045,38233.9219031176,30984.5173788181,30339.8039482039,25593.0984246048,29694.3242757954
"25","SSP2",2044,10987.7178062894,6187.01337917124,7852.0471460184,13350.1596422618,436.636048589104,1714.69300556197,1683.66115288581,38133.9028365416,38660.9804936073,31323.7311951709,30584.4129058772,25705.2794298811,29824.4819883551
"26","SSP2",2045,11014.6053998896,6140.90673009829,7743.85304311548,13157.1382227645,438.541582080939,1733.73436612615,1702.35791025055,38557.3730386563,39090.3037992693,31664.7203137055,30829.9961273803,25817.4604351575,29954.6397009147
"27","SSP2",2046,11033.5264013817,6077.15095935576,7594.75378248034,12891.8465415,440.372297079843,1752.57841136176,1720.86092322343,38976.4550479322,39515.1782595439,32002.0477029251,31071.2746567963,25925.2367874659,30079.6869266008
"28","SSP2",2047,10971.5776116455,6084.22658713919,7490.30880054395,12637.8585643371,442.203012078746,1771.51895747325,1739.45869063655,39397.6831877469,39942.2285136588,32341.0807186504,31313.4891967384,26033.0131397743,30204.7341522869
"29","SSP2",2048,10904.5016081637,6087.20121050449,7395.73444592348,12417.6436728837,444.03372707765,1790.5560044606,1758.1512124899,39821.0574581006,40371.454561614,32681.8193298542,31556.6397472064,26140.7894920827,30329.781377973
"30","SSP2",2049,10829.6117659066,6069.10782544183,7276.94417479031,12174.6535541613,445.864442076554,1809.68955232381,1776.9384887835,40246.5778589931,40802.8564034096,33024.2635984628,31800.7263082005,26248.5658443911,30454.8286036591
"31","SSP2",2050,10758.7933466263,6077.86057973319,7182.82384580071,11958.1683813625,447.695157075457,1828.9196010629,1795.82051951732,40674.2443904245,41236.4340390455,33368.413493577,32045.7488797206,26356.3421966995,30579.8758293453
"32","SSP2",2051,10869.2511005258,6091.95914924491,7079.38152958312,11721.183215903,449.391432594876,1847.69339661876,1814.25455416207,41091.7640824498,41659.7245880952,33704.1860740916,32282.0499968408,26456.2039382063,30695.7401489305
"33","SSP2",2052,10940.1431100765,6024.29866799063,6947.65947211287,11521.7013240923,451.087708114294,1866.55660645999,1832.77638490692,41511.2723028353,42085.031150467,34041.5390588519,32519.2183880818,26556.065679713,30811.6044685158
"34","SSP2",2053,11000.6223169838,5930.21835259502,6798.89487003726,11314.7274578974,452.783983633713,1885.50923058659,1851.3860117519,41932.7690515809,42512.3537261609,34380.4724165749,32757.2540534436,26655.9274212197,30927.4687881011
"35","SSP2",2054,11045.700002005,5847.67053456736,6653.87901924627,11102.300133329,454.480259153131,1904.55126899855,1870.08343469699,42356.2543286865,42941.6923151769,34720.9861155036,32996.1569929263,26755.7891627264,31043.3331076864
