Scenario,Year,Food.crops,Fodder.crops,GF.milk,GF.redMeat,Fuel,Softwood,Hardwood,Biodiversity,Carbon,Recreation,Flood.reg,Employment,Ldiversity,Sus.Prod
SSP3,2068,959.6611852,634.4201206,683.7096712,972.2572211,44.29938891,247.8766729,89.67571569,454.2683473,466.1440404,1844.906786,1574.749117,2417.827842,352.1865945,2085.184232
SSP3,2069,954.8754041,627.7250153,666.8635371,946.1046554,44.09081515,246.709601,89.25349764,420.9481797,431.9528016,1836.220455,1567.334763,2406.44404,326.3540301,1932.237877
SSP3,2070,947.2524255,623.7685747,655.563438,927.7200771,43.88224138,245.5425291,88.83127958,387.9230219,398.0642848,1827.534123,1559.920409,2395.060238,300.7501818,1780.645677
SSP3,2071,940.6964221,629.7781621,664.2728795,937.0055572,43.66114729,244.3053999,88.38371652,385.96853,396.0586977,1818.326367,1552.060984,2382.993087,299.2348971,1771.674161
SSP3,2072,934.1141608,635.5931542,672.8159073,945.9865211,43.44005321,243.0682708,87.93615345,384.0140381,394.0531106,1809.118611,1544.20156,2370.925935,297.7196125,1762.702645
SSP3,2073,927.5559762,641.1942494,681.1685432,954.6188166,43.21895912,241.8311416,87.48859039,382.0595462,392.0475234,1799.910855,1536.342135,2358.858784,296.2043279,1753.731129
SSP3,2074,920.6929204,646.6530471,689.3906888,962.9779713,42.99786504,240.5940124,87.04102732,380.1050543,390.0419363,1790.703098,1528.48271,2346.791633,294.6890432,1744.759613
SSP3,2075,915.3764703,647.2822442,694.9246073,970.8613427,42.77677095,239.3568833,86.59346426,378.1505624,388.0363491,1781.495342,1520.623285,2334.724481,293.1737586,1735.788097
SSP3,2076,901.5577501,630.0031995,671.4034594,942.0561487,42.5400633,238.0323885,86.11429447,376.058045,385.8891283,1771.637338,1512.208831,2321.805152,291.5514652,1726.183017
SSP3,2077,891.0507948,621.5875496,652.603454,913.5905521,42.30335564,236.7078938,85.63512469,373.9655277,383.7419074,1761.779333,1503.794377,2308.885824,289.9291718,1716.577936
SSP3,2078,881.3187224,613.0516569,633.6360941,885.0456803,42.06664798,235.3833991,85.1559549,371.8730104,381.5946865,1751.921329,1495.379923,2295.966495,288.3068783,1706.972855
SSP3,2079,871.6544646,611.8240139,629.3604902,876.6252435,41.82994032,234.0589044,84.67678512,369.7804931,379.4474657,1742.063325,1486.965469,2283.047166,286.6845849,1697.367775
SSP3,2080,862.6463563,612.0630034,628.1848102,872.4479782,41.59323267,232.7344097,84.19761533,367.6879758,377.3002448,1732.205321,1478.551015,2270.127838,285.0622915,1687.762694
SSP3,2081,840.8245792,600.3923295,607.1839075,843.0980596,41.34282631,231.333264,83.69071513,365.4743607,375.0287604,1721.776816,1469.649601,2256.460844,283.3461131,1677.60175
SSP3,2082,820.732153,600.0149346,605.2200281,837.9577816,41.09241995,229.9321184,83.18381492,363.2607456,372.7572759,1711.348311,1460.748187,2242.79385,281.6299346,1667.440806
SSP3,2083,804.4138344,599.7741383,603.6194557,833.3137531,40.84201359,228.5309728,82.67691471,361.0471305,370.4857915,1700.919806,1451.846773,2229.126857,279.9137561,1657.279862
SSP3,2084,802.8449394,599.4096661,601.9340529,828.5687635,40.59160723,227.1298272,82.1700145,358.8335155,368.2143071,1690.491301,1442.945359,2215.459863,278.1975776,1647.118918
SSP3,2085,803.0815182,592.7607864,587.5703965,806.8820502,40.34120087,225.7286815,81.6631143,356.6199004,365.9428226,1680.062797,1434.043946,2201.79287,276.4813992,1636.957974
SSP3,2086,773.8635742,586.9413583,586.4755206,810.6808986,40.07959988,224.2648965,81.13355267,354.3073237,363.5697895,1669.168076,1424.744586,2187.514881,274.6884974,1626.342776
SSP3,2087,762.2043838,583.3578467,588.5944049,814.5249945,39.81799888,222.8011114,80.60399104,351.994747,361.1967563,1658.273356,1415.445227,2173.236892,272.8955957,1615.727578
SSP3,2088,749.8810354,585.8583972,593.2850739,818.358913,39.55639788,221.3373263,80.07442941,349.6821703,358.8237232,1647.378636,1406.145867,2158.958904,271.1026939,1605.11238
SSP3,2089,738.6106779,588.2404184,597.8955944,821.9754608,39.29479689,219.8735412,79.54486778,347.3695936,356.4506901,1636.483915,1396.846508,2144.680915,269.3097922,1594.497181
SSP3,2090,727.4030331,590.4893578,602.3536044,825.3840407,39.03319589,218.4097561,79.01530616,345.0570169,354.0776569,1625.589195,1387.547149,2130.402926,267.5168905,1583.881983
SSP3,2091,732.3993827,592.3904688,606.8805872,828.0462245,38.76128405,216.8882768,78.46487217,342.6532913,351.611092,1614.265066,1377.881261,2115.562179,265.6533225,1572.848394
SSP3,2092,731.9121498,594.0699649,610.5168121,830.4393827,38.4893722,215.3667975,77.91443818,340.2495658,349.1445272,1602.940936,1368.215372,2100.721432,263.7897546,1561.814804
SSP3,2093,730.6818931,595.6536392,614.0941342,832.7314854,38.21746035,213.8453182,77.36400419,337.8458402,346.6779623,1591.616807,1358.549484,2085.880685,261.9261867,1550.781214
SSP3,2094,729.4034881,597.1185373,617.5164235,834.797957,37.94554851,212.3238389,76.8135702,335.4421147,344.2113975,1580.292678,1348.883596,2071.039938,260.0626188,1539.747624
SSP3,2095,728.0480854,598.4699265,620.8576466,836.7292664,37.67363666,210.8023596,76.26313621,333.0383891,341.7448326,1568.968548,1339.217708,2056.19919,258.1990509,1528.714034
SSP3,2096,719.2614679,592.1075891,620.854561,838.1094439,37.39023558,209.2165924,75.68944444,330.5330977,339.1740467,1557.165935,1329.143402,2040.731369,256.2567407,1517.214236
SSP3,2097,712.7009528,585.5708076,619.6578743,839.2675268,37.10683451,207.6308252,75.11575268,328.0278063,336.6032608,1545.363321,1319.069096,2025.263548,254.3144304,1505.714438
SSP3,2098,709.6910842,580.9386007,619.3757829,840.3375029,36.82343343,206.0450581,74.54206091,325.5225148,334.0324749,1533.560707,1308.99479,2009.795727,252.3721202,1494.214641
SSP3,2099,697.3537045,581.8130249,622.1586713,841.5330065,36.54003235,204.4592909,73.96836915,323.0172234,331.461689,1521.758094,1298.920484,1994.327906,250.42981,1482.714843
SSP3,2100,688.7335871,582.6216408,624.8518716,842.5951576,36.25663127,202.8735237,73.39467738,320.511932,328.8909031,1509.95548,1288.846178,1978.860085,248.4874998,1471.215045
