"","Scenario","Year","Food.crops","Fodder.crops","GF.milk","GF.redMeat","Fuel","Softwood","Hardwood","Biodiversity","Carbon","Recreation","Flood.reg","Employment","Ldiversity"
"1","SSP3",2020,384.048713152,246.074191841,668.37523026,15.1576762453,59.924498134,58.840007679,1332.69044777,1351.11057544,1270.97881327,1162.47568769,1070.82034473,1242.41645267,377.718464478
"2","SSP3",2021,389.954761737557,254.144810147905,608.230125689836,13.7443563229767,60.0495293702829,58.9627761481918,1335.4710790553,1353.92963994388,1273.63068449564,1164.90116936956,1073.05458941636,1245.00872911607,378.506566306988
"3","SSP3",2022,395.83412200994,262.026453564518,548.683439519706,12.3546408738786,60.1745606065658,59.0855446173837,1338.25171034059,1356.74870444775,1276.28255572128,1167.32665104912,1075.28883410271,1247.60100556215,379.294668135975
"4","SSP3",2023,401.754998332264,269.672353968161,490.006432505186,10.9945924683003,60.2995918428487,59.2083130865756,1341.03234162589,1359.56776895163,1278.93442694692,1169.75213272867,1077.52307878907,1250.19328200822,380.082769964963
"5","SSP3",2024,406.575929952417,265.282195987106,463.906207991099,10.4197162546892,60.4246230791316,59.3310815557674,1343.81297291119,1362.38683345551,1281.58629817256,1172.17761440823,1079.75732347543,1252.7855584543,380.87087179395
"6","SSP3",2025,410.910060242167,258.663890827401,444.53669716004,10.0041695759886,60.5496543154146,59.4538500249593,1346.59360419648,1365.20589795938,1284.23816939821,1174.60309608779,1081.99156816178,1255.37783490037,381.658973622938
"7","SSP3",2026,414.435995731618,253.322195197919,420.122427107901,9.46555873941671,60.5925010610832,59.4959213467503,1347.54649409041,1366.17195846884,1285.14693472221,1175.43428035612,1082.75721774411,1256.26617778883,381.929046923271
"8","SSP3",2027,417.761379062818,243.785448154387,406.388072726819,9.18794920335746,60.6353478067518,59.5379926685413,1348.49938398434,1367.13801897829,1286.05570004621,1176.26546462444,1083.52286732644,1257.15452067729,382.199120223603
"9","SSP3",2028,421.460053134617,236.944191164278,388.679422878064,8.80250912563022,60.6781945524204,59.5800639903323,1349.45227387827,1368.10407948774,1286.96446537021,1177.09664889277,1084.28851690876,1258.04286356576,382.469193523936
"10","SSP3",2029,425.130331028614,229.645522853778,373.988886213945,8.484453877,60.721041298089,59.6221353121233,1350.40516377219,1369.07013999719,1287.87323069421,1177.9278331611,1085.05416649109,1258.93120645422,382.739266824268
"11","SSP3",2030,427.591039051467,222.561026692591,359.751733198395,8.1755606554609,60.7638880437575,59.6642066339143,1351.35805366612,1370.03620050665,1288.78199601821,1178.75901742942,1085.81981607341,1259.81954934268,383.009340124601
"12","SSP3",2031,427.077716853127,214.221363906259,344.157687566386,7.85670947725103,60.7550231998261,59.6555022225093,1351.1609040329,1369.83632591848,1288.59397560635,1178.58704827046,1085.661405815,1259.63575426231,382.953462890049
"13","SSP3",2032,428.062944668483,210.823067013226,336.809161239266,7.67970901726996,60.7461583558947,59.6467978111042,1350.96375439967,1369.63645133032,1288.40595519449,1178.4150791115,1085.50299555659,1259.45195918194,382.897585655497
"14","SSP3",2033,429.025454082213,211.64546172681,340.913677589801,7.75583874936551,60.7372935119632,59.6380933996992,1350.76660476644,1369.43657674216,1288.21793478262,1178.24310995253,1085.34458529818,1259.26816410157,382.841708420946
"15","SSP3",2034,429.960435652281,212.517093671514,345.020357470956,7.83176501997281,60.7284286680318,59.6293889882942,1350.56945513322,1369.236702154,1288.02991437076,1178.07114079357,1085.18617503977,1259.0843690212,382.785831186394
"16","SSP3",2035,430.804012476473,213.423754277426,349.129537075473,7.90731724460341,60.7195638241004,59.6206845768891,1350.37230549999,1369.03682756583,1287.8418939589,1177.8991716346,1085.02776478135,1258.90057394082,382.729953951843
"17","SSP3",2036,431.221069792472,215.254584652297,353.247371470846,7.96936472242558,60.6726540249632,59.5746237332042,1349.3290553575,1367.97915787014,1286.8469526128,1176.98916816842,1084.18951049726,1257.92799164052,382.434270252341
"18","SSP3",2037,431.670399489934,217.147020931466,357.571975764203,8.03296070845297,60.625744225826,59.5285628895192,1348.28580521501,1366.92148817445,1285.85201126669,1176.07916470223,1083.35125621316,1256.95540934023,382.138586552839
"19","SSP3",2038,432.050190255004,219.101455357196,362.030555872465,8.09905734727661,60.5788344266889,59.4825020458342,1347.24255507252,1365.86381847875,1284.85706992059,1175.16916123605,1082.51300192906,1255.98282703993,381.842902853337
"20","SSP3",2039,432.340046028622,221.132625558909,366.639813155887,8.16829188276352,60.5319246275517,59.4364412021492,1346.19930493003,1364.80614878306,1283.86212857448,1174.25915776986,1081.67474764496,1255.01024473963,381.547219153835
"21","SSP3",2040,432.55005077785,223.284167626971,371.46245190507,8.24177579699742,60.4850148284145,59.3903803584642,1345.15605478754,1363.74847908736,1282.86718722838,1173.34915430368,1080.83649336086,1254.03766243933,381.251535454333
"22","SSP3",2041,431.13529827312,222.89300046332,374.169566084815,8.30466896705034,60.4039384432917,59.310771262489,1343.35295710033,1361.92045941646,1281.14758387822,1171.77635303731,1079.38769953913,1252.35670326676,380.740491579997
"23","SSP3",2042,430.217711037368,224.403579057665,378.359708654474,8.37376418833488,60.3228620581687,59.2311621665138,1341.54985941311,1360.09243974556,1279.42798052806,1170.20355177095,1077.9389057174,1250.6757440942,380.229447705661
"24","SSP3",2043,429.223101680047,226.058611815217,382.824469228491,8.44864380623977,60.2417856730459,59.1515530705386,1339.74676172589,1358.26442007465,1277.7083771779,1168.63075050459,1076.49011189567,1248.99478492163,379.718403831324
"25","SSP3",2044,428.196362039286,227.998258904536,387.631695913239,8.52883058132843,60.160709287923,59.0719439745633,1337.94366403868,1356.43640040375,1275.98877382775,1167.05794923823,1075.04131807394,1247.31382574907,379.207359956988
"26","SSP3",2045,427.076479448174,229.939530083521,392.602109752332,8.61475147502533,60.0796329028001,58.9923348785881,1336.14056635146,1354.60838073285,1274.26917047759,1165.48514797187,1073.59252425222,1245.6328665765,378.696316082652
"27","SSP3",2046,425.577309195806,232.276274970589,397.655332608953,8.69244510036748,59.95293950828,58.8679343322578,1333.32296950993,1351.75183974369,1271.58204542472,1163.02742207501,1071.32857764241,1243.00612855286,377.897737272186
"28","SSP3",2047,423.837399927842,234.71482075082,402.875605828749,8.77446324105777,59.8262461137599,58.7435337859275,1330.50537266841,1348.89529875453,1268.89492037186,1160.56969617815,1069.0646310326,1240.37939052922,377.09915846172
"29","SSP3",2048,422.072401909594,237.175436679244,408.259425120388,8.86134837517134,59.6995527192399,58.6191332395972,1327.68777582688,1346.03875776537,1266.20779531899,1158.11197028128,1066.80068442279,1237.75265250557,376.300579651254
"30","SSP3",2049,419.653199567366,239.119142270209,413.339987197428,8.95202326181511,59.5728593247198,58.4947326932669,1324.87017898535,1343.18221677622,1263.52067026613,1155.65424438442,1064.53673781298,1235.12591448193,375.502000840788
"31","SSP3",2050,417.116483695596,240.857923918212,418.364977215947,9.046794752987,59.4461659301998,58.3703321469366,1322.05258214383,1340.32567578706,1260.83354521326,1153.19651848756,1062.27279120317,1232.49917645828,374.703422030322
"32","SSP3",2051,413.791619598256,243.380760444266,423.609750398184,9.1295671093319,59.2760717372654,58.2033162531025,1318.2697735563,1336.49058212669,1257.22590356066,1149.89686024993,1059.23329436988,1228.97260835366,373.631277592364
"33","SSP3",2052,410.360758824184,246.010923213387,429.109671814321,9.21647084191422,59.105977544331,58.0363003592683,1314.48696496877,1332.65548846632,1253.61826190805,1146.5972020123,1056.1937975366,1225.44604024903,372.559133154406
"34","SSP3",2053,406.924851650021,247.547088848274,431.428195977069,9.23596473523372,58.9358833513967,57.8692844654342,1310.70415638123,1328.82039480595,1250.01062025544,1143.29754377468,1053.15430070331,1221.9194721444,371.486988716448
"35","SSP3",2054,403.225904135538,245.608163740634,423.755025764732,9.04625401804462,58.7657891584623,57.7022685716001,1306.9213477937,1324.98530114558,1246.40297860283,1139.99788553705,1050.11480387003,1218.39290403977,370.41484427849
"36","SSP3",2055,399.529431046915,243.574166146456,415.662941351202,8.84901713565782,58.5956949655279,57.535252677766,1303.13853920617,1321.15020748521,1242.79533695022,1136.69822729943,1047.07530703674,1214.86633593514,369.342699840532
"37","SSP3",2056,396.909907359712,244.35118330262,415.790246781309,8.82463269388616,58.3846008694107,57.3279788811835,1298.44391356497,1316.39069385459,1238.31810089275,1132.60321170159,1043.3031627583,1210.48971558379,368.012123192773
"38","SSP3",2057,391.092567498064,241.502203241665,406.698225568669,8.62006348266549,58.1735067732934,57.1207050846011,1293.74928792377,1311.63118022397,1233.84086483528,1128.50819610375,1039.53101847985,1206.11309523244,366.681546545014
"39","SSP3",2058,384.584895465942,236.961370095758,398.83785414834,8.48496106800484,57.9624126771762,56.9134312880187,1289.05466228256,1306.87166659334,1229.36362877781,1124.41318050592,1035.75887420141,1201.73647488109,365.350969897255
"40","SSP3",2059,384.823969630366,234.684860725815,390.034351139721,8.27540998333263,57.751318581059,56.7061574914363,1284.36003664136,1302.11215296272,1224.88639272034,1120.31816490808,1031.98672992297,1197.35985452975,364.020393249496
"41","SSP3",2060,384.814492076223,232.44225521195,381.169306813401,8.06738226028075,57.5402244849417,56.4988836948539,1279.66541100016,1297.3526393321,1220.40915666287,1116.22314931025,1028.21458564452,1192.9832341784,362.689816601737
"42","SSP3",2061,382.039296547436,235.161183832146,386.763551347157,8.15917393419492,57.2977340665673,56.2607817745453,1274.27254707461,1291.88523653507,1215.26601498005,1111.51907627441,1023.8814050342,1187.9556729174,361.161341414941
"43","SSP3",2062,379.19621426382,237.884789584506,392.399559307177,8.25122657782101,57.0552436481929,56.0226798542367,1268.87968314907,1286.41783373804,1210.12287329724,1106.81500323858,1019.54822442388,1182.92811165641,359.632866228146
"44","SSP3",2063,376.128044101815,240.622516796514,398.070568741255,8.34336233098595,56.8127532298185,55.7845779339281,1263.48681922352,1280.95043094101,1204.97973161442,1102.11093020275,1015.21504381356,1177.90055039541,358.10439104135
"45","SSP3",2064,373.003222530085,243.350125437753,403.754755192997,8.43518556318207,56.5702628114441,55.5464760136195,1258.09395529797,1275.48302814397,1199.8365899316,1097.40685716691,1010.88186320324,1172.87298913441,356.575915854554
"46","SSP3",2065,367.983786115369,244.933439626018,406.166812453843,8.45966051143859,56.3277723930697,55.3083740933109,1252.70109137243,1270.01562534694,1194.69344824879,1092.70278413108,1006.54868259292,1167.84542787341,355.047440667759
"47","SSP3",2066,365.936894421424,242.455128748533,396.692427807851,8.24694832370077,56.0662594970924,55.0515939568624,1246.88517719225,1264.11932499615,1189.14684609885,1087.62969394164,1001.87557996976,1162.42347300245,353.399062248487
"48","SSP3",2067,360.350591352733,237.890109216385,385.880048855034,8.03192292299116,55.8047466011152,54.7948138204138,1241.06926301207,1258.22302464535,1183.60024394891,1082.55660375219,997.202477346599,1157.00151813149,351.750683829217
"49","SSP3",2068,360.248864913642,235.366149853795,376.470377635586,7.81778391287302,55.5432337051379,54.5380336839653,1235.25334883189,1252.32672429455,1178.05364179897,1077.48351356275,992.529374723436,1151.57956326053,350.102305409946
"50","SSP3",2069,358.452322286242,232.882305013809,367.194407528824,7.60749480094443,55.2817208091606,54.2812535475167,1229.43743465171,1246.43042394376,1172.50703964903,1072.4104233733,987.856272100273,1146.15760838957,348.453926990675
"51","SSP3",2070,355.590719253434,231.414488700375,360.97224518587,7.45966698655718,55.0202079131834,54.0244734110682,1223.62152047154,1240.53412359296,1166.9604374991,1067.33733318386,983.18316947711,1140.73565351861,346.805548571404
"52","SSP3",2071,353.129649840742,233.64401044946,365.767916331262,7.53433022863367,54.7429968560775,53.7522792127565,1217.45648714919,1234.28387865896,1161.08088253649,1061.95971427541,978.229548688009,1134.98822819282,345.058220882614
"53","SSP3",2072,350.658723433778,235.801338459994,370.471955237712,7.60654489968949,54.4657857989717,53.4800850144449,1211.29145382684,1228.03363372496,1155.20132757388,1056.58209536697,973.275927898907,1129.24080286704,343.310893193825
"54","SSP3",2073,348.196835229229,237.879311972996,375.07115882092,7.67595597663163,54.1885747418658,53.2078908161332,1205.12642050449,1221.78338879096,1149.32177261127,1051.20447645853,968.322307109806,1123.49337754125,341.563565505036
"55","SSP3",2074,345.62050089221,239.90449395925,379.598510730125,7.74317076691653,53.91136368476,52.9356966178216,1198.96138718214,1215.53314385695,1143.44221764865,1045.82685755008,963.368686320704,1117.74595221547,339.816237816246
"56","SSP3",2075,343.624749508957,240.137922398373,382.645646772385,7.80655985066317,53.6341526276541,52.6635024195099,1192.79635385979,1209.28289892295,1137.56266268604,1040.44923864164,958.415065531603,1111.99852688968,338.068910127457
"57","SSP3",2076,338.437316361355,233.727498009119,369.694220452277,7.57494132661015,53.3373650401997,52.3720859793455,1186.19594843073,1202.59126427343,1131.26789598057,1034.69185450715,953.111622088508,1105.84522076141,336.198186879033
"58","SSP3",2077,334.49309229573,230.605341144834,359.342392135624,7.34605345793273,53.0405774527453,52.0806695391811,1179.59554300167,1195.8996296239,1124.9731292751,1028.93447037266,947.808178645413,1099.69191463313,334.327463630609
"59","SSP3",2078,330.839752870227,227.438574966755,348.898413589224,7.11652814833848,52.7437898652909,51.7892530990166,1172.99513757262,1189.20799497437,1118.67836256962,1023.17708623817,942.504735202318,1093.53860850486,332.456740382185
"60","SSP3",2079,327.211870497723,226.983126580193,346.544142045661,7.04882059715652,52.4470022778364,51.4978366588522,1166.39473214356,1182.51636032484,1112.38359586415,1017.41970210368,937.201291759222,1087.38530237659,330.586017133761
"61","SSP3",2080,323.830301223838,227.071790310477,345.896778527515,7.01523179290399,52.150214690382,51.2064202186878,1159.7943267145,1175.82472567532,1106.08882915868,1011.66231796919,931.897848316127,1081.23199624832,328.715293885337
"62","SSP3",2081,315.638586721957,222.742038622035,334.333072294611,6.77923321577707,51.8362514678104,50.8981389814261,1152.81194387107,1168.74583401122,1099.42977290522,1005.57174358921,926.287484997358,1074.72258715182,326.736308494969
"63","SSP3",2082,308.096056259277,222.602027328362,333.251703330947,6.73790096103786,51.5222882452388,50.5898577441644,1145.82956102763,1161.66694234713,1092.77071665177,999.481169209227,920.677121678589,1068.21317805533,324.757323104601
"64","SSP3",2083,301.970294557072,222.512693291978,332.3703817472,6.7005589797279,51.2083250226673,50.2815765069027,1138.8471781842,1154.58805068304,1086.11166039831,993.390594829244,915.06675835982,1061.70376895884,322.778337714234
"65","SSP3",2084,301.381344333992,222.377476261784,331.442350092112,6.6624051835936,50.8943618000957,49.973295269641,1131.86479534076,1147.50915901895,1079.45260414485,987.300020449261,909.456395041051,1055.19435986235,320.799352323866
"66","SSP3",2085,301.470154062713,219.910780824377,323.533304245639,6.48802536457393,50.5803985775241,49.6650140323793,1124.88241249733,1140.43026735486,1072.7935478914,981.209446069278,903.846031722282,1048.68495076585,318.820366933498
"67","SSP3",2086,290.501979743681,217.751807069647,322.930433798196,6.51857137142396,50.2523993520611,49.342950810393,1117.58787606795,1133.03490759284,1065.83679265249,974.846587187602,897.984852161027,1041.88453279211,316.752909255091
