Scenario,Year,Food.crops,Fodder.crops,GF.milk,GF.redMeat,Fuel,Softwood,Hardwood,Biodiversity,Carbon,Recreation,Flood.reg,Employment,Ldiversity,Sus.Prod
SSP3,2033,21155.32798,10559.98497,11460.58361,17854.49952,896.692227,5017.430066,1815.183441,31390.29111,32210.9106,37343.93667,31875.50275,48940.79772,24336.36372,7784.055145
SSP3,2034,21201.4321,10603.47478,11598.63893,18029.28727,896.5613513,5016.697752,1814.918508,30751.65483,31555.57881,37338.48618,31870.85039,48933.65462,23841.23978,7625.688344
SSP3,2035,21243.02904,10648.71233,11736.77829,18203.21393,896.4304756,5015.965439,1814.653575,30113.20367,30900.43696,37333.03569,31866.19804,48926.51152,23346.25935,7467.367447
SSP3,2036,21263.59421,10740.06104,11875.2086,18346.0517,895.7379249,5012.09028,1813.251638,29456.46686,30226.53144,37304.1935,31841.57934,48888.71262,22837.10237,7304.512139
SSP3,2037,21285.75075,10834.48357,12020.58994,18492.45424,895.0453743,5008.215122,1811.8497,28800.70961,29553.63107,37275.35131,31816.96063,48850.91372,22328.70482,7141.899737
SSP3,2038,21304.4783,10931.99947,12170.47519,18644.61346,894.3528236,5004.339964,1810.447763,28145.93191,28881.73587,37246.50912,31792.34193,48813.11482,21821.06671,6979.530242
SSP3,2039,21318.77115,11033.34408,12325.42579,18803.99635,893.660273,5000.464805,1809.045825,27492.13376,28210.84583,37217.66693,31767.72323,48775.31591,21314.18802,6817.403653
SSP3,2040,21329.12652,11140.69461,12487.54969,18973.16161,892.9677223,4996.589647,1807.643888,26839.31517,27540.96095,37188.82474,31743.10452,48737.51701,20808.06877,6655.51997
SSP3,2041,21259.3648,11121.17744,12578.55545,19117.94622,891.7707549,4989.89203,1805.220854,26172.67195,26856.89004,37138.97544,31700.55487,48672.18741,20291.23151,6490.208105
SSP3,2042,21214.1184,11196.5473,12719.41656,19277.0084,890.5737874,4983.194414,1802.79782,25507.72174,26174.55639,37089.12614,31658.00522,48606.85782,19775.70682,6325.316066
SSP3,2043,21165.07402,11279.12464,12869.50957,19449.38667,889.3768199,4976.496797,1800.374786,24844.46454,25493.96001,37039.27685,31615.45557,48541.52822,19261.49469,6160.843852
SSP3,2044,21114.44529,11375.90274,13031.11536,19633.98241,888.1798525,4969.799181,1797.951753,24182.90034,24815.1009,36989.42755,31572.90592,48476.19862,18748.59512,5996.791466
SSP3,2045,21059.22366,11472.76186,13198.20705,19831.77849,886.982885,4963.101565,1795.528719,23523.02915,24137.97905,36939.57825,31530.35628,48410.86902,18237.0081,5833.158905
SSP3,2046,20985.29929,11589.35303,13368.08256,20010.63482,885.1124529,4952.635586,1791.742384,22847.46679,23444.75583,36861.68163,31463.86639,48308.78222,17713.25599,5665.635301
SSP3,2047,20899.50403,11711.02352,13543.57384,20199.44648,883.2420208,4942.169606,1787.956048,22174.54999,22754.24732,36783.785,31397.37651,48206.69543,17191.55493,5498.767735
SSP3,2048,20812.47163,11833.79519,13724.56309,20399.46232,881.3715888,4931.703627,1784.169713,21504.27876,22066.45355,36705.88838,31330.88662,48104.60863,16671.90494,5332.556208
SSP3,2049,20693.1803,11930.77578,13895.35766,20608.20244,879.5011567,4921.237648,1780.383378,20836.65309,21381.37451,36627.99176,31264.39674,48002.52183,16154.30601,5167.000718
SSP3,2050,20568.09435,12017.53175,14064.28406,20826.37324,877.6307246,4910.771669,1776.597043,20171.67299,20699.01019,36550.09513,31197.90685,47900.43503,15638.75815,5002.101267
SSP3,2051,20404.14466,12143.4079,14240.59896,21016.92117,875.1195468,4896.720405,1771.513639,19495.06455,20004.71354,36445.5138,31108.63982,47763.37681,15114.19502,4834.31826
SSP3,2052,20234.96825,12274.63906,14425.49124,21216.97982,872.6083691,4882.669142,1766.430236,18822.00795,19314.06158,36340.93248,31019.37279,47626.31859,14592.38558,4667.416028
SSP3,2053,20065.54301,12351.28557,14503.43367,21261.85617,870.0971913,4868.617878,1761.346833,18152.5032,18627.05433,36236.35115,30930.10576,47489.26037,14073.32983,4501.394569
SSP3,2054,19883.14719,12254.5435,14245.48272,20825.12843,867.5860136,4854.566615,1756.263429,17486.55029,17943.69177,36131.76982,30840.83872,47352.20214,13557.02777,4336.253886
SSP3,2055,19700.87339,12153.05782,13973.44901,20371.07492,865.0748358,4840.515351,1751.180026,16824.14924,17263.97392,36027.1885,30751.57169,47215.14392,13043.47939,4171.993977
SSP3,2056,19571.70417,12191.82685,13977.72867,20314.94018,861.9583579,4823.077138,1744.871307,16153.9561,16576.26029,35897.39864,30640.78753,47045.04886,12523.88994,4005.801815
SSP3,2057,19284.85002,12049.67787,13672.07984,19844.00712,858.8418799,4805.638925,1738.562588,15488.17095,15893.06988,35767.60878,30530.00336,46874.95381,12007.71794,3840.702731
SSP3,2058,18963.95545,11823.1144,13407.83569,19532.99163,855.725402,4788.200712,1732.253869,14826.7938,15214.40269,35637.81893,30419.21919,46704.85875,11494.96338,3676.696726
SSP3,2059,18975.74425,11709.52867,13111.88604,19050.58993,852.6089241,4770.762499,1725.945151,14169.82464,14540.25874,35508.02907,30308.43503,46534.76369,10985.62626,3513.7838
SSP3,2060,18975.27691,11597.63456,12813.86755,18571.69513,849.4924461,4753.324286,1719.636432,13517.26347,13870.63801,35378.23922,30197.65086,46364.66863,10479.70658,3351.963952
SSP3,2061,18838.43148,11733.29466,13001.93072,18783.00617,845.91245,4733.292463,1712.389408,12862.06251,13198.3085,35229.14553,30070.38961,46169.2751,9971.740321,3189.4895
SSP3,2062,18698.23854,11869.18813,13191.39786,18994.91799,842.3324539,4713.26064,1705.142385,12211.92516,12531.17495,35080.05185,29943.12836,45973.88156,9467.699787,3028.270702
SSP3,2063,18546.94648,12005.78619,13382.04166,19207.02113,838.7524579,4693.228817,1697.895361,11566.85141,11869.23738,34930.95817,29815.8671,45778.48803,8967.584976,2868.307557
SSP3,2064,18392.86092,12141.87938,13573.12843,19418.40483,835.1724618,4673.196994,1690.648338,10926.84125,11212.49578,34781.86448,29688.60585,45583.09449,8471.395887,2709.600066
SSP3,2065,18145.35155,12220.87835,13654.21518,19474.74792,831.5924657,4653.165171,1683.401314,10291.89469,10560.95016,34632.7708,29561.3446,45387.70095,7979.132521,2552.148228
SSP3,2066,18044.41892,12097.22379,13335.71234,18985.06914,827.7316321,4631.561925,1675.585789,9658.734665,9911.237771,34471.98127,29424.10017,45176.97952,7488.254221,2395.139408
SSP3,2067,17768.95724,11869.45355,12972.22978,18490.06518,823.8707986,4609.95868,1667.770263,9031.035456,9267.128959,34311.19173,29286.85575,44966.25808,7001.609602,2239.484743
SSP3,2068,17763.94109,11743.52138,12655.90242,17997.10175,820.009965,4588.355434,1659.954737,8408.797066,8628.623726,34150.4022,29149.61132,44755.53664,6519.198664,2085.184232
SSP3,2069,17675.35322,11619.59071,12344.06973,17513.00107,816.1491314,4566.752189,1652.139212,7792.019496,7995.722071,33989.61267,29012.36689,44544.81521,6041.021408,1932.237877
SSP3,2070,17534.24703,11546.35447,12134.89768,17172.69079,812.2882979,4545.148943,1644.323686,7180.702746,7368.423996,33828.82314,28875.12247,44334.09377,5567.077833,1780.645677
SSP3,2071,17412.89122,11657.59577,12296.115,17344.57095,808.1957052,4522.248892,1636.039008,7144.523853,7331.299298,33658.38169,28729.6395,44110.7231,5539.028947,1771.674161
SSP3,2072,17291.04936,11765.23498,12454.2519,17510.81433,804.1031126,4499.348842,1627.75433,7108.34496,7294.1746,33487.94024,28584.15653,43887.35242,5510.980061,1762.702645
SSP3,2073,17169.65318,11868.91483,12608.86452,17670.60363,800.01052,4476.448791,1619.469652,7072.166067,7257.049902,33317.4988,28438.67356,43663.98175,5482.931175,1753.731129
SSP3,2074,17042.61363,11969.96066,12761.06169,17825.33692,795.9179273,4453.548741,1611.184974,7035.987175,7219.925203,33147.05735,28293.19059,43440.61107,5454.882289,1744.759613
SSP3,2075,16944.20275,11981.6075,12863.49805,17971.26315,791.8253347,4430.64869,1602.900296,6999.808282,7182.800505,32976.6159,28147.70762,43217.24039,5426.833404,1735.788097
SSP3,2076,16688.40942,11661.76135,12428.10659,17438.06062,787.4437249,4406.131447,1594.030557,6961.074451,7143.054077,32794.13795,27991.9507,42978.09537,5396.803717,1726.183017
SSP3,2077,16493.91897,11505.9823,12080.10649,16911.14426,783.062115,4381.614205,1585.160819,6922.34062,7103.307648,32611.66,27836.19379,42738.95035,5366.77403,1716.577936
SSP3,2078,16313.77209,11347.97748,11729.00855,16382.76046,778.6805052,4357.096962,1576.29108,6883.606789,7063.561219,32429.18205,27680.43687,42499.80533,5336.744344,1706.972855
SSP3,2079,16134.88051,11325.25302,11649.86439,16226.8928,774.2988953,4332.579719,1567.421342,6844.872957,7023.81479,32246.7041,27524.67995,42260.66031,5306.714657,1697.367775
SSP3,2080,15968.13468,11329.67687,11628.10181,16149.56896,769.9172855,4308.062477,1558.551603,6806.139126,6984.068361,32064.22615,27368.92304,42021.51529,5276.684971,1687.762694
SSP3,2081,15564.19966,11113.64525,11239.36169,15606.28323,765.282104,4282.126377,1549.168557,6765.163698,6942.021734,31871.18787,27204.15219,41768.53052,5244.917412,1677.60175
SSP3,2082,15192.27602,11106.65943,11203.00903,15511.1334,760.6469224,4256.190277,1539.78551,6724.18827,6899.975108,31678.14959,27039.38133,41515.54574,5213.149853,1667.440806
SSP3,2083,14890.21353,11102.20213,11173.38141,15425.16947,756.0117409,4230.254177,1530.402464,6683.212842,6857.928481,31485.11131,26874.61048,41262.56097,5181.382294,1657.279862
SSP3,2084,14861.17228,11095.45552,11142.18353,15337.33669,751.3765594,4204.318077,1521.019417,6642.237414,6815.881854,31292.07303,26709.83963,41009.57619,5149.614735,1647.118918
SSP3,2085,14865.55151,10972.38051,10876.30308,14935.90178,746.7413778,4178.381977,1511.636371,6601.261986,6773.835228,31099.03475,26545.06878,40756.59142,5117.847176,1636.957974
SSP3,2086,14324.70871,10864.65919,10856.03623,15006.22089,741.8989764,4151.286381,1501.833847,6558.454715,6729.908869,30897.36652,26372.9317,40492.29673,5084.65942,1626.342776
SSP3,2087,14108.88966,10798.3261,10895.25813,15077.37756,737.056575,4124.190785,1492.031324,6515.647444,6685.982511,30695.69829,26200.79462,40228.00205,5051.471665,1615.727578
SSP3,2088,13880.77661,10844.61288,10982.08541,15148.34584,732.2141736,4097.095189,1482.2288,6472.840173,6642.056153,30494.03007,26028.65755,39963.70737,5018.283909,1605.11238
SSP3,2089,13672.1551,10888.70562,11067.42909,15215.29044,727.3717722,4069.999593,1472.426276,6430.032903,6598.129795,30292.36184,25856.52047,39699.41268,4985.096153,1594.497181
SSP3,2090,13464.69444,10930.33492,11149.9497,15278.38543,722.5293708,4042.903997,1462.623752,6387.225632,6554.203436,30090.69361,25684.38339,39435.118,4951.908398,1583.881983
SSP3,2091,13557.18006,10965.5257,11233.74704,15327.66416,717.496109,4014.740443,1452.434868,6342.731137,6508.545746,29881.07675,25505.46163,39160.4063,4917.412566,1572.848394
SSP3,2092,13548.16107,10996.61424,11301.05588,15371.96304,712.4628471,3986.57689,1442.245983,6298.236643,6462.888056,29671.45989,25326.53987,38885.69459,4882.916735,1561.814804
SSP3,2093,13525.38823,11025.92907,11367.2744,15414.39132,707.4295853,3958.413337,1432.057099,6253.742149,6417.230367,29461.84302,25147.61811,38610.98289,4848.420903,1550.781214
SSP3,2094,13501.72414,11053.04527,11430.62316,15452.64303,702.3963235,3930.249784,1421.868214,6209.247655,6371.572677,29252.22616,24968.69635,38336.27119,4813.925071,1539.747624
SSP3,2095,13476.63477,11078.06034,11492.47133,15488.3928,697.3630616,3902.086231,1411.67933,6164.75316,6325.914987,29042.6093,24789.77459,38061.55948,4779.42924,1528.714034
SSP3,2096,13313.98887,10960.28942,11492.41421,15513.94077,692.1171268,3872.732668,1401.059929,6118.378617,6278.328099,28824.13539,24603.29276,37775.24024,4743.475838,1517.214236
SSP3,2097,13192.54955,10839.28942,11470.26278,15535.37762,686.8711919,3843.379106,1390.440528,6072.004074,6230.74121,28605.66147,24416.81092,37488.921,4707.522436,1505.714438
SSP3,2098,13136.83496,10753.54431,11465.04109,15555.18356,681.625257,3814.025543,1379.821128,6025.62953,6183.154322,28387.18756,24230.32909,37202.60176,4671.569034,1494.214641
SSP3,2099,12908.46219,10769.73046,11516.55413,15577.3131,676.3793222,3784.671981,1369.201727,5979.254987,6135.567434,28168.71365,24043.84726,36916.28252,4635.615632,1482.714843
SSP3,2100,12748.89831,10784.69846,11566.40698,15596.97419,671.1333873,3755.318418,1358.582326,5932.880443,6087.980546,27950.23974,23857.36542,36629.96328,4599.66223,1471.215045
